"PSRAID","SAMPLE","INT_DATE","FCALL","ATTEMPT","REFUSAL","LANG","CREGION","STATE","DENSITY","USR","SCREGION","SSTATE","SUSR","IGENDER","IRACE","ILOC","FORM","LLITEXT","QS1","Q1","Q2","Q2_OE1","Q2_OE2","Q2_OE3","Q3","Q3A","Q4","Q5","Q5A","Q5A_OE1","Q5A_OE2","Q5A_OE3","Q7","Q8","Q9A","Q9B","Q9C","Q9D","Q11","Q12","Q13","SEX","AGE","RECAGE","RECAGE2","EDUC2","RECEDUC","HISP","RACE3M1","RACE3M2","RACE3M3","RACE3M4","RACECMB","RACETHN","PARENT","PARTY","PARTYLN","IDEO","HH1","HH3","QL1","QL1A","QC1","LC2","LC3","PHONEUS2","PHONEUSE","COWEIGHT","LLWEIGHT","CWEIGHT","WEIGHT","Q2VB","Q5AVB"
202298,"Cell",121912,121218,2,"No","English","South","Tennessee","2","Suburban","South","Georgia",NA,"Female","Black or African-American","PDS - Virginia","Form 2",NA,"18 or older","Dissatisfied","Answer given ","Morality/religion/family values (unsp)",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Broader problems","Answer given","General lack of/decline in morals or  religion/Breakdown of social structure",NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Oppose","Republican Party","Too little","Yes","Male","51","45-54","50-64","Two year associate degree from any college or university","Some coll/Assoc degree","No","(VOL.) Native American/American Indian/Alaska Native",NA,NA,NA,"Some other race","Other","Yes","Independent","Republican","Very conservative","5","2",NA,NA,"No home telephone",NA,NA,"CPO","CPO",3.85714285714286,NA,1.23529411764706,4.125,"MORALITY                                                                                                                                                                                                                                                  ","MORALITY OR SENSE OF RIGHT AND WORNG AND THERE IS NO ULTIMATE TRUTH IN SOCIETY.                                                                                                                                                                           "
202300,"Cell",121912,121217,2,"Yes","English","South","Tennessee","Lowest","Suburban","South","Tennessee",NA,"Female","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Dissatisfied","Answer given ","Taxes (unsp)",NA,NA,"Control gun ownership","Don't know/Refused (VOL.)","A lot","Broader problems","Answer given","Family breakdown/Parental failures",NA,NA,"Don't know/Refused (VOL.)","More dangerous","Favor","Don't know/Refused (VOL.)","Favor","Favor","Republican Party","Too much","No","Male","54","45-54","50-64","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Republican",NA,"Conservative","3","3",NA,NA,"No home telephone",NA,NA,"CPO","CPO",5.23809523809524,NA,2.58823529411765,5.91666666666667,"MIDDLE CLASS|BEEN TAXED                                                                                                                                                                                                                                   ","KIDS AND DISCIPLARY PROBLEMS                                                                                                                                                                                                                              "
202302,"Cell",121912,121218,2,"No","English","South","South Carolina","3","Urban","South","South Carolina",NA,"Male","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Don","Answer given ","Other","A/O economic issues mentions",NA,"Control gun ownership","Yes, feel strongly","A lot","Don't know/Refused (VOL.)",NA,NA,NA,NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Democratic Party","Too much","Yes","Male","76","65+","65+","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","Democrat","(VOL.) Don't know/Refused","2","2",NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","Dual from Cell","Dual/few, some cell",NA,NA,1.11764705882353,1.20833333333333,"ONE IS THE THREAT OF NUCLEAR AND COMPUTER AND TWO IS FISCAL IRRESPONSIBILITY                                                                                                                                                                              ","                                                                                                                                                                                                                                                          "
202303,"Cell",121912,121218,2,"No","English","South","Maryland","4","Suburban","South","Maryland",NA,"Female","White","PDS - Virginia","Form 1",NA,"18 or older","Dissatisfied","Answer given ","Lack of humanity, respect/Going in wrong direction/Media and cultural problems/Families doing a poor job raising childre",NA,NA,"Don't know/Refused (VOL.)",NA,"A lot","Broader problems","Don","Don't know",NA,NA,"Put people","More dangerous","Favor","Favor","Oppose","Oppose","Don't know/Refused (VOL.)","Right amount","No","Male","71","65+","65+","Four year college or university degree/Bachelor","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","(VOL.) No preference","(VOL.) Other/Don't know/Refused","Liberal","1",NA,NA,NA,"No home telephone",NA,NA,"CPO","CPO",2.0952380952381,NA,1.41176470588235,2.83333333333333,"NEWS COVERAGE IN GENERAL INACCURATE                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                          "
202304,"Cell",121912,121218,2,"No","English","Midwest","Ohio","Highest","Urban","Midwest","Michigan",NA,"Female","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Dissatisfied","Answer given ","Dissatisfaction with government/politics/Scandal/corruption in govt/Congress",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Guns/Lack of gun control/Access to guns/Access to assault weapons",NA,NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Both equally (VOL.)","Too much","No","Male","21","18-24","18-29","Some college, no degree includes community college","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Republican",NA,"Moderate","5","5",NA,NA,"No home telephone",NA,NA,"CPO","CPO",7.33333333333333,NA,1.61764705882353,6.08333333333333,"DISABILITY OF THE SENATE TO GET THINGS DONE.                                                                                                                                                                                                              ","RESPONSIBILITY OF ANYONE WHO OWNS GUNS. MAINLY HOW EASY IT IS TO PURCHASE FIREARMS. AND IF FAMILY OWNS GUNS HOW EASY IT IS TO ACCESS GUNS. FOCUS ON FAMILY UNIT. MAKE IT ALOT HARDER TO GET GUNS.                                                         "
202307,"Cell",121912,121218,2,"No","English","Northeast","New York","3","Suburban","Northeast","New York",NA,"Female","White","PDS - Virginia","Form 2",NA,"18 or older","Dissatisfied","Answer given ","Dissatisfaction with government/politics/Scandal/corruption in govt/Congress",NA,NA,"Control gun ownership","Don't know/Refused (VOL.)","A lot","Broader problems","Answer given","Need more treatment/better safety net for mental health problems",NA,NA,"Put people","More dangerous","Favor","Oppose","Oppose","Favor","Democratic Party","Too much","No","Male","57","55-64","50-64","Some college, no degree includes community college","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,NA,"Mixed Race","Other","No","Republican",NA,"Moderate","2","2",NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","Dual from Cell","Dual/few, some cell",NA,NA,1.29411764705882,2.375,"THE FACT THAT WE CAN''T GET ANYTHING DONE IN CONGRESS                                                                                                                                                                                                     ","THAT THERE ARE ALOT OF PEOPLE WHO HAVE ISSUES WHO ARE NOT GET THE HELP THAT THEY NEED WHETHER IS MENTAL HEALTH ISSUES OR OTHER ISSUES                                                                                                                     "
202308,"Cell",121912,121218,2,"No","English","South","Maryland","4","Suburban","South","Maryland",NA,"Male","White","PDS - Virginia","Form 2",NA,"18 or older","Dissatisfied","Answer given ","Partisanship/the parties/gridlock",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Oppose","Oppose","Favor","Favor","Republican Party","Right amount","Yes","Male","58","55-64","50-64","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Republican",NA,"Conservative","3","3",NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","Dual from Cell","Dual/few, some cell",NA,NA,3.85294117647059,4.25,"THE POLITCIANS NOT AGREEING ON ANYTHING TOO MUCH PARTISANSHIP                                                                                                                                                                                             ","                                                                                                                                                                                                                                                          "
202309,"Cell",121912,121219,2,"No","English","South","Georgia","4","Suburban","South","Georgia",NA,"Female","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Dissatisfied","Answer given ","Economy (unsp)","A/O economic issues mentions",NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Broader problems","Answer given","General lack of/decline in morals or  religion/Breakdown of social structure",NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Oppose","Don't know/Refused (VOL.)","Right amount","No","Female","40","35-44","30-49","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Republican",NA,"Moderate","1",NA,NA,NA,"No home telephone",NA,NA,"CPO","CPO",5.33333333333333,NA,3.61764705882353,7.45833333333333,"THE ECONOMY: OUR GOVERNMENT HAS NO IDEA HOW TO DEAL WITH OUR FISCAIL PROBLEMS                                                                                                                                                                             ","DECREASING OUR VALUES                                                                                                                                                                                                                                     "
202314,"Cell",121912,121218,3,"No","English","South","North Carolina","3","Urban","South","North Carolina",NA,"Female","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Dissatisfied","Answer given ","Dissatisfaction with government/politics/Scandal/corruption in govt/Congress",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Broader problems","Answer given","Gun policy/NRA influence/Politicians' failure to deal with guns",NA,NA,"Protect people from becoming victims of crime [OR]","[VOL. DO NOT READ] Don't know/Refused","Oppose","Oppose","Favor","Favor","Don't know/Refused (VOL.)","Too much","Yes","Male","49","45-54","30-49","Some college, no degree includes community college","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","Yes","Independent","(VOL.) Other/Don't know/Refused","Moderate","4","2",NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","Dual from Cell","Dual/few, some cell",NA,NA,2.38235294117647,2.54166666666667,"OUR CONGRESS                                                                                                                                                                                                                                              ","MORE DISPUTING IN GUN CONTROL                                                                                                                                                                                                                             "
202319,"Cell",121912,121218,2,"No","English","South","West Virginia","2","Suburban","South","West Virginia",NA,"Male","White","PDS - Virginia","Form 2",NA,"18 or older","Satisfied","Answer given ","Taxes (unsp)",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Oppose","Republican Party","Right amount","No","Male","58","55-64","50-64","Four year college or university degree/Bachelor","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Republican",NA,"Moderate","4","4",NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","Dual from Cell","Dual/few, some cell",NA,NA,1.88235294117647,2,"THE TAX INCREASE                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                          "
202321,"Cell",121912,121217,2,"Yes","English","South","Virginia","4","Suburban","South","Virginia",NA,"Female","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Satisfied","Answer given ","Unemployment/lack of jobs/ Job cuts",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Guns/Lack of gun control/Access to guns/Access to assault weapons",NA,NA,"Put people","More dangerous","Favor","Oppose","Favor","Favor","Democratic Party","Too much","No","Female","47","45-54","30-49","Some college, no degree includes community college","Some coll/Assoc degree","No","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino,  Vietnamese or other Asian origin groups)",NA,NA,NA,"Asian","Other","Yes","Independent","Democrat","Moderate","3","2",NA,NA,"No home telephone",NA,NA,"CPO","CPO",6.57142857142857,NA,2.47058823529412,7.29166666666667,"JOBS                                                                                                                                                                                                                                                      ","GUNS CAUSE MANY PROBLEMS. AND ANYONE CAN GO OUT AND SHOOT ANYONE                                                                                                                                                                                          "
202322,"Cell",121912,121217,2,"No","English","South","South Carolina","Lowest","Rural","South","South Carolina",NA,"Female","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Dissatisfied","Answer given ","Financial crisis/credit crunch/banking situation",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Oppose","Oppose","Oppose","Oppose","Republican Party","Don't know/Refused (VOL.)","Yes","Male","22","18-24","18-29","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Republican",NA,"Conservative","3","3",NA,NA,"No home telephone",NA,NA,"CPO","CPO",2.57142857142857,NA,1,2.29166666666667,"THE FINANCIAL CRISIS                                                                                                                                                                                                                                      ","                                                                                                                                                                                                                                                          "
202323,"Cell",121912,121218,2,"No","English","South","Georgia","2","Urban","South","Georgia",NA,"Male","White","PDS - Virginia","Form 1",NA,"18 or older","Satisfied","Answer given ","Unemployment/lack of jobs/ Job cuts",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Neither (VOL.)","Too little","No","Female","23","18-24","18-29","Two year associate degree from any college or university","Some coll/Assoc degree","No","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,NA,NA,"Black","Black, non-Hisp","No","Independent","Democrat","Liberal","1",NA,NA,NA,"No home telephone",NA,NA,"CPO","CPO",7.71428571428572,NA,2.05882352941176,6.75,"THE SHORTAGE OF JOBS                                                                                                                                                                                                                                      ","                                                                                                                                                                                                                                                          "
202325,"Cell",121912,121218,2,"No","English","South","Georgia","4","Suburban","South","Georgia",NA,"Female","Black or African-American","PDS - Virginia","Form 2",NA,"18 or older","Satisfied","Answer given ","National debt/budget/deficit/balanced budget/Gov spending",NA,NA,"Control gun ownership","Yes, feel strongly","A little [OR]","Isolated acts",NA,NA,NA,NA,"Put people","More dangerous","Favor","Favor","Oppose","Favor","Neither (VOL.)","Too much","No","Male","(VOL.) Don't know/Refused",NA,NA,"Four year college or university degree/Bachelor","Coll+","(VOL.) Don't know/Refused","(VOL.) Refused (e.g., includes non-race answers like American, Human, Homosapien, purple)",NA,NA,NA,"Don't know/Refused (VOL.)",NA,"Yes","Independent","Democrat","Conservative","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused",NA,NA,"No home telephone",NA,NA,"CPO","CPO",4.14285714285714,NA,1.61764705882353,4.08333333333333,"THE RISING DEBT                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                          "
202327,"Cell",121912,121218,2,"No","English","Northeast","New York","4","Suburban","Northeast","New York",NA,"Female","Black or African-American","PDS - Virginia","Form 2",NA,"18 or older","Satisfied","Answer given ","Unemployment/lack of jobs/ Job cuts",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Guns/Lack of gun control/Access to guns/Access to assault weapons","Need more treatment/better safety net for mental health problems",NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Democratic Party","Too much","No","Female","59","55-64","50-64","Four year college or university degree/Bachelor","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Democrat",NA,"Moderate","3","3",NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","Dual from Cell","Dual/few, some cell",NA,NA,3.67647058823529,2.625,"JOBS                                                                                                                                                                                                                                                      ","TOO EASY TO GET WEAPONS LIKE THAT AND WE NEED TO OFFER SOME HELP FOR MENTAL HEALTH PROBLEMS                                                                                                                                                               "
202329,"Cell",121912,121217,2,"No","English","South","North Carolina","4","Urban","South","North Carolina",NA,"Male","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Satisfied","Answer given ","Morality/religion/family values (unsp)",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","General lack of/decline in morals or  religion/Breakdown of social structure",NA,NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Democratic Party","Too much","No","Male","61","55-64","50-64","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Democrat",NA,"Moderate","2","2",NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","Dual from Cell","Dual/few, some cell",NA,NA,2.02941176470588,2.375,"THE MORAL FIBER OF THE COUNTRY                                                                                                                                                                                                                            ","THE LACK OF MORAL FIBER IN THE COUNTRY                                                                                                                                                                                                                    "
202334,"Cell",121912,121218,2,"No","English","Northeast","Pennsylvania","4","Urban","Northeast","Pennsylvania",NA,"Female","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Dissatisfied","Answer given ","Economy (unsp)","Unemployment/lack of jobs/ Job cuts",NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Don't know/Refused (VOL.)","More dangerous","Favor","Oppose","Favor","Don't know/Refused (VOL.)","Republican Party","Right amount","No","Female","47","45-54","30-49","Four year college or university degree/Bachelor","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","Yes","Republican",NA,"Moderate","3","1",NA,NA,"Yes home telephone",NA,"All or almost all calls on a cell phone","Dual from Cell","Dual/most cell",NA,NA,3.08823529411765,2.45833333333333,"THE ECONOMY: UNEMPLOYMENT RATE                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                          "
202336,"Cell",121912,121218,2,"No","English","South","Georgia","3","Suburban","South","Georgia",NA,"Male","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Satisfied","Don","Dont know/refused",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Don","Don't know",NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Favor","Favor","Favor","Favor","Don't know/Refused (VOL.)","Too much","No","Female","68","65+","65+","Four year college or university degree/Bachelor","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Democrat",NA,"Liberal","2","2",NA,NA,"Yes home telephone",NA,"All or almost all calls on a cell phone","Dual from Cell","Dual/most cell",NA,NA,1.67647058823529,1.25,"                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                          "
202346,"Cell",121912,121218,2,"No","English","Midwest","Michigan","4","Suburban","Midwest","Michigan",NA,"Male","White","PDS - Virginia","Form 1",NA,"18 or older","Don","Answer given ","National debt/budget/deficit/balanced budget/Gov spending","Crime/Violence/gangs/justice system (unsp)",NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Don't know/Refused (VOL.)",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Oppose","Republican Party","Don't know/Refused (VOL.)","No","Male","27","25-34","18-29","Four year college or university degree/Bachelor","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","Republican","Liberal","5","5",NA,NA,"No home telephone",NA,NA,"CPO","CPO",9,NA,2.32352941176471,7.75,"THE NATIONAL DEBT AND MORE TIME AND EFFORT PURSUING SMALLER CRIMES                                                                                                                                                                                        ","                                                                                                                                                                                                                                                          "
202352,"Cell",121912,121218,2,"No","English","Northeast","New Jersey","Highest","Suburban","Northeast","New Jersey",NA,"Female","White","PDS - Virginia","Form 1",NA,"18 or older","Satisfied","Answer given ","Gun control/too many guns",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Other","Mental illness/Mental health (general mentions)",NA,"Put people","More dangerous","Favor","Oppose","Favor","Favor","Democratic Party","Too much","No","Female","55","55-64","50-64","Some college, no degree includes community college","Some coll/Assoc degree","No","(VOL.) Native American/American Indian/Alaska Native",NA,NA,NA,"Some other race","Other","No","Democrat",NA,"Conservative","2","2",NA,NA,"No home telephone",NA,NA,"CPO","CPO",5.9047619047619,NA,3,5.83333333333333,"GUNS, HOW THEY GET IN COUNTRY AND HOW PEOPLE ARE KILLED FROM GUN VIOLENCE                                                                                                                                                                                 ","FINANCIAL PROPLEMS, DRUG USE, MENTAL PROBLEMS, STRESS                                                                                                                                                                                                     "
202355,"Cell",121912,121218,2,"No","English","Midwest","Ohio","4","Suburban","Midwest","Ohio",NA,"Male","Black or African-American","PDS - Virginia","Form 2",NA,"18 or older","Dissatisfied","Answer given ","Gun control/too many guns",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Other",NA,NA,"Put people","More dangerous","Favor","Favor","Don't know/Refused (VOL.)","Favor","Don't know/Refused (VOL.)","Don't know/Refused (VOL.)","No","Female","33","25-34","30-49","(VOL.) Don't know/Refused",NA,"No","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino,  Vietnamese or other Asian origin groups)",NA,NA,NA,"Asian","Other","No","(VOL.) Don't know/Refused","(VOL.) Other/Don't know/Refused","(VOL.) Don't know/Refused","8 or more","4",NA,NA,"No home telephone",NA,NA,"CPO","CPO",4.14285714285714,NA,1.08823529411765,4.04166666666667,"PEOPLE WALKING AROUND WITH GUNS                                                                                                                                                                                                                           ","NEED TO PROTECT CHILDREN                                                                                                                                                                                                                                  "
202356,"Cell",121912,121218,2,"No","English","Northeast","Massachusetts","4","Urban","Northeast","Massachusetts",NA,"Female","Black or African-American","PDS - Virginia","Form 2",NA,"18 or older","Dissatisfied","Don","Dont know/refused",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Don't know/Refused (VOL.)",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Oppose","Don't know/Refused (VOL.)","Oppose","Favor","Don't know/Refused (VOL.)","Too much","No","Female","41","35-44","30-49","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","Yes","Democrat",NA,"Moderate","3","2",NA,NA,"No home telephone",NA,NA,"CPO","CPO",6.52380952380952,NA,6.02941176470588,9.83333333333333,"                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                          "
202357,"Cell",121912,121217,3,"No","English","South","Florida","3","Urban","South","Florida",NA,"Female","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Dissatisfied","Answer given ","Partisanship/the parties/gridlock",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Don't know/Refused (VOL.)",NA,NA,NA,NA,"Put people","More dangerous","Favor","Oppose","Favor","Favor","Democratic Party","Too much","No","Male","66","65+","65+","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Democrat",NA,"Moderate","1",NA,NA,NA,"No home telephone",NA,NA,"CPO","CPO",1.80952380952381,NA,1.11764705882353,2.25,"LACK OF PEOPLE WILLING TO WORK TOGETHER EVEN IF THEY HAVE DIFFERENT VIEWS ON THINGS                                                                                                                                                                       ","                                                                                                                                                                                                                                                          "
202358,"Cell",121912,121218,2,"No","English","Northeast","Pennsylvania","Highest","Urban","Northeast","Pennsylvania",NA,"Female","Black or African-American","PDS - Virginia","Form 2",NA,"18 or older","Dissatisfied","Answer given ","Dissatisfaction with government/politics/Scandal/corruption in govt/Congress",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Other",NA,NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Republican Party","Don't know/Refused (VOL.)","No","Female","20","18-24","18-29","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Republican",NA,"Moderate","5","5",NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","Dual from Cell","Dual/few, some cell",NA,NA,3.02941176470588,5.41666666666667,"ELECTED OFFICIALS                                                                                                                                                                                                                                         ","YOUTH IS UNHAPPY IN AMERICA                                                                                                                                                                                                                               "
202368,"Cell",121912,121218,2,"No","English","South","Texas","2","Urban","Northeast","Pennsylvania",NA,"Male","White","PDS - Virginia","Form 1",NA,"18 or older","Dissatisfied","Answer given ","National debt/budget/deficit/balanced budget/Gov spending",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Don't know/Refused (VOL.)",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Oppose","Don't know/Refused (VOL.)","Right amount","Don't know/Refused (VOL.)","Male","25","25-34","18-29","Some postgraduate or professional schooling, no postgraduate degree (some graduate school)","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","(VOL.) Other/Don't know/Refused","Moderate","2","2",NA,NA,"Yes home telephone",NA,"All or almost all calls on a cell phone","Dual from Cell","Dual/most cell",NA,NA,1.85294117647059,3.66666666666667,"DEFIUT SPENDING AND NATIONAL DEBT                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                          "
202371,"Cell",121912,121218,2,"No","English","Northeast","Connecticut","4","Urban","Northeast","Connecticut",NA,"Female","Black or African-American","PDS - Virginia","Form 1",NA,"18 or older","Satisfied","Answer given ","Education/schools/affording education",NA,NA,"Control gun ownership","No, don","A lot","Isolated acts",NA,NA,NA,NA,"Put people","More dangerous","Oppose","Oppose","Oppose","Oppose","Democratic Party","Too little","No","Female","29","25-34","18-29","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,NA,NA,"Black","Black, non-Hisp","Yes","Democrat",NA,"Very liberal","3","2",NA,NA,"No home telephone",NA,NA,"CPO","CPO",8.61904761904762,NA,4.26470588235294,9.75,"FUNDING FOR SCHOOLS NURSING. EVERYTHING THAT HAS TO DO WITH EDUCATION SYSTEM                                                                                                                                                                              ","                                                                                                                                                                                                                                                          "
202372,"Cell",121912,121218,2,"Yes","English","Northeast","New York","4","Suburban","Northeast","New York",NA,"Female","White","PDS - Virginia","Form 2",NA,"18 or older","Dissatisfied","Answer given ","National debt/budget/deficit/balanced budget/Gov spending",NA,NA,"Protect the right of Americans to own guns","No, don","A lot","Broader problems","Answer given","Mental illness/Mental health (general mentions)",NA,NA,"Put people","More dangerous","Oppose","Oppose","Oppose","Favor","Neither (VOL.)","Too much","Yes","Male","20","18-24","18-29","Some college, no degree includes community college","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","Democrat","Liberal","4","3",NA,NA,"No home telephone",NA,NA,"CPO","CPO",7.61904761904762,NA,2.14705882352941,7.5,"DEBT CITIZENS DEBT PER CAPITAL                                                                                                                                                                                                                            ","WIDE SPREAD PSHYCRIATRIC AND SOCIAL DISORDERS                                                                                                                                                                                                             "
